title,tom,aud,tom_ave_rating,tom_num_reviews,tom_fresh,tom_rotten,aud_ave_rating,aud_num_ratings,age_rating,genre,director,writers,rel_date,box,runtime,studio,link
Rebel in the Rye,28,65,5.3,78,22,56,3.7,806,PG-13,['Drama'],Danny Strong,['Danny Strong'],"Sep 8, 2017",354363.0,109.0,IFC Films,https://www.rottentomatoes.com/m/rebel_in_the_rye
My Cousin Rachel,76,45,6.6,143,108,35,3.1,5742,PG-13,"['Drama', 'Romance']",Roger Michell,['Roger Michell'],"Jun 9, 2017",2711003.0,,Fox Searchlight Pictures,https://www.rottentomatoes.com/m/my_cousin_rachel_2017
Cult of Chucky,83,48,6.3,18,15,3,3.2,1473,R,['Horror'],Don Mancini,['Don Mancini'],,,91.0,Universal 1440 Entertainment,https://www.rottentomatoes.com/m/cult_of_chucky_2017
American Satan,83,80,8.1,6,5,1,4.2,882,R,['Drama'],Ash Avildsen,"['Ash Avildsen, Matty Beckerman']","Oct 13, 2017",,,Sumerian Films,https://www.rottentomatoes.com/m/american_satan_2017
Radius,92,63,7.3,12,11,1,3.5,409,NR,"['Art House & International', 'Mystery & Suspense', 'Science Fiction & Fantasy']","Caroline Labrèche, Steeve Léonard","['Caroline Labrèche, Steeve Léonard']",,,87.0,,https://www.rottentomatoes.com/m/radius
The Zookeeper's Wife,61,76,6.1,162,99,63,3.8,12583,PG-13,['Drama'],Niki Caro,['Angela Workman'],"Mar 31, 2017",17407536.0,126.0,Focus Features,https://www.rottentomatoes.com/m/the_zookeepers_wife_2017
Captain Underpants: The First Epic Movie (Captain Underpants),87,61,6.8,119,103,16,3.5,21021,PG,"['Animation', 'Comedy']",David Soren,['Nicholas Stoller'],"Jun 2, 2017",73895861.0,84.0,20th Century Fox,https://www.rottentomatoes.com/m/captain_underpants_the_first_epic_movie
"I Love You, Daddy",38,50,5.2,45,17,28,3.2,802,R,['Comedy'],,,"Nov 17, 2017",,114.0,Circus King Films,https://www.rottentomatoes.com/m/i_love_you_daddy_2017
The Bye Bye Man,21,22,3.5,75,16,59,2.3,7108,PG-13,['Horror'],Stacy Title,['Jonathan Penner'],"Jan 13, 2017",22377458.0,96.0,STX Entertainment,https://www.rottentomatoes.com/m/the_bye_bye_man
Beach Rats,85,57,7.2,89,76,13,3.3,2459,R,['Drama'],Eliza Hittman,['Eliza Hittman'],"Aug 25, 2017",457847.0,95.0,NEON,https://www.rottentomatoes.com/m/beach_rats_2017
Just Getting Started,5,10,2.4,20,1,19,1.6,779,PG-13,"['Action & Adventure', 'Comedy']",Ron Shelton,['Ron Shelton'],"Dec 8, 2017",,,Broad Green Pictures,https://www.rottentomatoes.com/m/just_getting_started_2017
Acts of Vengeance,44,22,6.2,9,4,5,2.8,162,R,"['Action & Adventure', 'Drama']",Isaac Florentine,['Matt Venne'],"Oct 27, 2017",,86.0,Saban Films,https://www.rottentomatoes.com/m/acts_of_vengeance_2017
Naked,0,30,3.3,8,0,8,2.7,492,NR,"['Comedy', 'Romance']",Michael Tiddes,"['Marlon Wayans, Rick Alvarez, Cory Koller']",,,,Netflix,https://www.rottentomatoes.com/m/naked_2017
Renegades,0,44,3.8,9,0,9,3.0,5752,PG-13,"['Action & Adventure', 'Mystery & Suspense']",Steven Quale,"['Luc Besson, Richard Wenk']","Sep 1, 2017",,,EuropaCorp / STXfilms,https://www.rottentomatoes.com/m/renegades_2017
Wonderstruck,66,57,6.5,191,126,65,3.4,3059,PG,['Drama'],Todd Haynes,['Brian Selznick'],"Oct 20, 2017",976561.0,117.0,Amazon Studios and Roadside Attractions,https://www.rottentomatoes.com/m/wonderstruck
Hangman,5,26,3.1,21,1,20,2.4,343,R,"['Drama', 'Mystery & Suspense']",Johnny Martin,"['Michael Caissie, Charles Huttinger, Phil Hawkins']","Dec 22, 2017",,98.0,Saban Films,https://www.rottentomatoes.com/m/hangman_2017
The Current War,33,70,4.5,15,5,10,3.6,1116,NR,['Drama'],Alfonso Gomez-Rejon,['Michael Mitnick'],"Nov 24, 2017",,105.0,The Weinstein Company,https://www.rottentomatoes.com/m/the_current_war
Gemini,75,45,6.4,60,45,15,2.9,819,R,"['Drama', 'Mystery & Suspense']",Aaron Katz (II),['Aaron Katz (II)'],"Mar 30, 2018",,93.0,NEON,https://www.rottentomatoes.com/m/gemini_2017
The Escape,78,55,6.5,41,32,9,2.9,307,NR,"['Art House & International', 'Drama']",Dominic Savage,['Dominic Savage'],"May 11, 2018",,102.0,IFC Films,https://www.rottentomatoes.com/m/the_escape_2017
Adventures in Public School (Public Schooled),71,64,5.9,7,5,2,3.7,129,NR,['Comedy'],Kyle Rideout,"['Josh Epstein, Kyle Rideout']","Apr 27, 2018",,86.0,Gravitas Ventures,https://www.rottentomatoes.com/m/public_schooled
My Little Pony: The Movie,48,77,5.2,60,29,31,4.0,5386,PG,"['Action & Adventure', 'Animation', 'Comedy']",Jayson Thiessen,"['Joe Ballarini, Meghan McCarthy, Rita Hsiao, Michael Vogel (VI)']","Oct 6, 2017",21732671.0,,Lionsgate,https://www.rottentomatoes.com/m/my_little_pony_the_movie_2017
Once Upon a Time in Venice,18,26,4.1,33,6,27,2.5,605,NR,"['Action & Adventure', 'Comedy', 'Mystery & Suspense']",Mark Cullen,"['Mark Cullen, Robb Cullen']","Jun 16, 2017",,,RLJ Entertainment,https://www.rottentomatoes.com/m/once_upon_a_time_in_venice_2017
Sleepless,23,38,4.3,57,13,44,2.9,9612,R,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",Baran bo Odar,['Andrea Berloff'],"Jan 13, 2017",20757977.0,95.0,Open Road Films,https://www.rottentomatoes.com/m/sleepless_2017
Tyler Perry's Boo 2! A Madea Halloween,6,40,2.6,18,1,17,2.7,5696,PG-13,['Comedy'],Tyler Perry,['Tyler Perry'],"Oct 20, 2017",46649659.0,,Lionsgate,https://www.rottentomatoes.com/m/tyler_perrys_boo_2_a_madea_halloween_2017
68 Kill,74,54,6.3,19,14,5,3.5,447,NR,"['Comedy', 'Romance']",Trent Haaga,['Trent Haaga'],"Aug 4, 2017",,93.0,Snowfort Pictures,https://www.rottentomatoes.com/m/68_kill_2017
Bareilly Ki Barfi,86,76,6.8,7,6,1,3.8,116,NR,"['Art House & International', 'Comedy', 'Romance']",Ashwiny Iyer Tiwari,"['Nitesh Tiwari, Shreyas Jain']","Aug 18, 2017",,123.0,Junglee Pictures,https://www.rottentomatoes.com/m/bareilly_ki_barfi
The Wall,66,42,6.1,116,76,40,3.0,6474,R,"['Drama', 'Mystery & Suspense']",Doug Liman,['Dwain Worrell'],"May 12, 2017",1803009.0,81.0,Amazon Studios and Roadside Attractions,https://www.rottentomatoes.com/m/the_wall_2017
Tragedy Girls,81,67,6.8,57,46,11,3.6,1633,R,"['Comedy', 'Horror']",Tyler Macintyre,"['Chris Lee Hill, Tyler Macintyre']","Oct 20, 2017",58016.0,90.0,Gunpowder & Sky,https://www.rottentomatoes.com/m/tragedy_girls_2017
Inoperable,33,20,4.8,6,2,4,2.0,23,NR,['Horror'],Christopher Lawrence Chapman,"['Christopher Lawrence Chapman, Jeff Miller']","Dec 1, 2017",,85.0,Zorya Films,https://www.rottentomatoes.com/m/inoperable_2017
Brad's Status,82,55,7.0,159,130,29,3.2,4585,R,"['Comedy', 'Drama']",Mike White,['Mike White'],"Sep 15, 2017",2029594.0,101.0,Amazon Studios,https://www.rottentomatoes.com/m/brads_status
Little Evil,91,46,6.2,11,10,1,3.2,974,NR,"['Comedy', 'Horror']",Eli Craig,['Eli Craig'],"Sep 1, 2017",,94.0,Bluegrass Films,https://www.rottentomatoes.com/m/little_evil
Pyewacket,84,55,6.9,25,21,4,3.4,266,NR,['Horror'],Adam MacDonald,['Adam MacDonald'],"Mar 23, 2018",,88.0,IFC Films,https://www.rottentomatoes.com/m/pyewacket
Naam Shabana,40,24,4.7,5,2,3,2.8,61,NR,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",Shivam Nair,['Neeraj Pandey'],"Mar 31, 2017",,,Reliance Entertainment,https://www.rottentomatoes.com/m/naam_shabana_2017
The Leisure Seeker,36,59,5.1,98,35,63,3.4,485,R,"['Action & Adventure', 'Drama', 'Romance']",Paolo Virzì,"['Stephen Amidon, Francesca Archibugi, Paolo Virzì, Francesco Piccolo']","Mar 9, 2018",,112.0,Sony Pictures Classics,https://www.rottentomatoes.com/m/the_leisure_seeker
How to Be a Latin Lover,38,61,4.9,26,10,16,3.6,6987,PG-13,['Comedy'],Ken Marino,"['Chris Spain, Jon Zack']","Apr 28, 2017",32088029.0,115.0,Pantelion Films,https://www.rottentomatoes.com/m/how_to_be_a_latin_lover
The Hatton Garden Job,19,20,3.7,16,3,13,2.5,97,NR,['Art House & International'],Terry Lee Coker,"['Ian Burfield, Terry Lee Coker, Michael McKell']",,,83.0,,https://www.rottentomatoes.com/m/the_hatton_garden_job_2017
Super Dark Times,90,72,7.5,39,35,4,3.7,2548,NR,['Drama'],Kevin Phillips,"['Luke Piotrowski, Ben Collins']",,29759.0,102.0,The Orchard,https://www.rottentomatoes.com/m/super_dark_times_2017
Our Souls at Night,89,75,7.5,38,34,4,3.8,874,NR,['Drama'],Ritesh Batra,"['Scott Neustadter, Michael H. Weber']","Sep 29, 2017",,103.0,Netflix,https://www.rottentomatoes.com/m/our_souls_at_night
Zama,95,54,8.3,88,84,4,3.4,282,NR,['Drama'],Lucrecia Martel,['Lucrecia Martel'],"Apr 13, 2018",,115.0,Strand Releasing,https://www.rottentomatoes.com/m/zama
The Vanishing of Sidney Hall,13,80,2.7,24,3,21,4.1,371,R,"['Drama', 'Mystery & Suspense']",Shawn Christensen,"['Shawn Christensen, Jason Dolan']","Mar 2, 2018",,120.0,Fuzzy Logic Pictures,https://www.rottentomatoes.com/m/sidney_hall
Double Lover (L'amant double),72,49,6.4,92,66,26,3.1,399,NR,"['Drama', 'Mystery & Suspense', 'Romance']",François Ozon,['François Ozon'],"Feb 14, 2018",155084.0,107.0,Cohen Media Group,https://www.rottentomatoes.com/m/lamant_double
Megan Leavey,85,82,6.7,93,79,14,4.0,10322,PG-13,['Drama'],Gabriela Cowperthwaite,"['Pamela Gray, Annie Mumolo, Tim Lovestedt']","Jun 9, 2017",13401068.0,116.0,Bleecker Street,https://www.rottentomatoes.com/m/megan_leavey
Inconceivable,33,68,3.9,12,4,8,3.4,894,R,['Mystery & Suspense'],Jonathan Baker (III),['Chloe King'],"Jun 30, 2017",,105.0,Lionsgate Premiere,https://www.rottentomatoes.com/m/inconceivable_2017
The Pirates of Somalia,67,71,6.2,21,14,7,3.9,245,R,['Drama'],Bryan Buckley,['Bryan Buckley'],"Dec 8, 2017",,117.0,Crystal Sky Entertainment,https://www.rottentomatoes.com/m/the_pirates_of_somalia_2017
24 Hours to Live,47,33,4.8,19,9,10,2.8,270,R,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",Brian Smrz,"['Zach Dean, Jim McClain, Ron Mita']","Dec 1, 2017",,92.0,Saban Films,https://www.rottentomatoes.com/m/24_hours_to_live_2017
The Upside,55,80,6.2,11,6,5,3.8,79,NR,"['Comedy', 'Drama']",Neil Burger,['Paul Feig'],"Mar 9, 2018",,120.0,The Weinstein Company,https://www.rottentomatoes.com/m/the_upside
Smurfs: The Lost Village,38,55,4.8,88,33,55,3.5,48282,PG,"['Animation', 'Comedy', 'Kids & Family']",Kelly Asbury,"['Stacey Harman, Pamela Ribon']","Apr 7, 2017",45011202.0,,Sony Pictures,https://www.rottentomatoes.com/m/smurfs_the_lost_village
Finding Your Feet,70,56,5.8,73,51,22,3.4,553,PG-13,"['Comedy', 'Drama', 'Romance']",Richard Loncraine,"['Meg Leonard, Nick Moorcroft']","Mar 30, 2018",,111.0,Roadside Attractions,https://www.rottentomatoes.com/m/finding_your_feet
Diary Of A Wimpy Kid: The Long Haul,19,34,4.1,68,13,55,2.5,5576,PG,"['Comedy', 'Kids & Family']",David Bowers,['Adam Sztykiel'],"May 19, 2017",20737440.0,,20th Century Fox,https://www.rottentomatoes.com/m/diary_of_a_wimpy_kid_the_long_haul_2017
Fun Mom Dinner,33,38,4.5,27,9,18,2.8,231,R,['Comedy'],Alethea Jones,['Julie Rudd'],"Aug 4, 2017",,89.0,Voltage Pictures,https://www.rottentomatoes.com/m/fun_mom_dinner_2017
The Humanity Bureau,25,24,3.3,8,2,6,2.3,117,R,"['Action & Adventure', 'Science Fiction & Fantasy']","Rob W. King, Rob W. King",['Dave Schultz'],"Apr 6, 2018",,90.0,Minds Eye Entertainment,https://www.rottentomatoes.com/m/the_humanity_bureau_2017
The Crucifixion,0,23,3.6,12,0,12,2.5,169,R,['Horror'],Xavier Gens,['Chad Hayes'],,,90.0,,https://www.rottentomatoes.com/m/the_crucifixion_2017
Euphoria,8,43,3.7,12,1,11,3.3,97,NR,['Drama'],Lisa Langseth,['Lisa Langseth'],,,98.0,,https://www.rottentomatoes.com/m/euphoria_2017
Qarib Qarib Singlle,86,59,7.2,7,6,1,3.6,66,NR,['Comedy'],Tanuja Chandra,"['Tanuja Chandra, Gazal Dhaliwal']","Nov 10, 2017",,125.0,Jar Pictures,https://www.rottentomatoes.com/m/qarib_qarib_singlle
First They Killed My Father,88,80,7.8,65,57,8,4.1,2199,NR,['Drama'],Angelina Jolie,"['Angelina Jolie, Loung Ung']","Sep 15, 2017",,,Netflix Originals,https://www.rottentomatoes.com/m/first_they_killed_my_father
Brigsby Bear,80,86,6.7,145,116,29,4.1,3865,PG-13,['Comedy'],Dave McCary,['Kevin Costello'],"Jul 28, 2017",529426.0,97.0,Sony Pictures Classics,https://www.rottentomatoes.com/m/brigsby_bear_2017
Creep 2,100,71,7.2,16,16,0,3.6,654,NR,"['Horror', 'Mystery & Suspense']",Patrick Brice,"['Patrick Brice, Mark Duplass']","Oct 24, 2017",,80.0,The Orchard,https://www.rottentomatoes.com/m/creep_2_2017
Sandy Wexler,29,40,4.2,21,6,15,2.9,829,NR,['Comedy'],Steven Brill,"['Paul Sado, Dan Bulla, Adam Sandler']",,,,Netflix,https://www.rottentomatoes.com/m/sandy_wexler
Bushwick,43,31,5.3,65,28,37,2.5,608,NR,"['Action & Adventure', 'Drama']","Cary Murnion, Jonathan Milott","['Nick Damici, Graham Reznick']",,,94.0,RLJ Entertainment,https://www.rottentomatoes.com/m/bushwick_2017
The Bachelors,83,82,6.3,18,15,3,3.9,281,NR,['Comedy'],Kurt Voelker,['Kurt Voelker'],"Oct 20, 2017",,96.0,Freestyle Digital Media,https://www.rottentomatoes.com/m/the_bachelors_2017
Overdrive,23,25,3.7,13,3,10,2.4,381,PG-13,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",Antonio Negret,"['Derek Haas, Michael Brandt']","Oct 6, 2017",,93.0,Paramount Pictures,https://www.rottentomatoes.com/m/overdrive_2017
Mayhem,82,65,7.2,51,42,9,3.5,2041,NR,"['Action & Adventure', 'Horror']",Joe Lynch (V),['Matias Caruso'],"Nov 10, 2017",,,RLJE Films,https://www.rottentomatoes.com/m/mayhem_2017
Guardians (Zashchitniki),30,24,4.9,10,3,7,2.3,282,NR,"['Action & Adventure', 'Art House & International', 'Science Fiction & Fantasy']",Sarik Andreasyan,['Andrey Gavrilov'],,,100.0,Big Cinema House,https://www.rottentomatoes.com/m/zashchitniki
November Criminals,0,24,3.8,9,0,9,2.5,716,PG-13,"['Drama', 'Mystery & Suspense']",Sacha Gervasi,"['Sacha Gervasi, Steven Knight']","Dec 8, 2017",,85.0,Vertical Entertainment,https://www.rottentomatoes.com/m/november_criminals_2017
The Clapper,30,36,4.4,20,6,14,3.0,183,R,"['Comedy', 'Romance']",Dito Montiel,['Dito Montiel'],"Jan 26, 2018",,89.0,Momentum Pictures,https://www.rottentomatoes.com/m/the_clapper_2017
XX,71,19,6.0,55,39,16,2.3,2411,R,['Horror'],"Roxanne Benjamin, Annie Clark, Karyn Kusama, Jovanka Vuckovic","['Karyn Kusama, Roxanne Benjamin, Jovanka Vuckovic, Annie Clark']","Feb 17, 2017",30611.0,81.0,XYZ Films,https://www.rottentomatoes.com/m/xx
Stratton,0,22,3.2,33,0,33,2.1,158,R,"['Action & Adventure', 'Mystery & Suspense']",Simon West,"['Warren Davis II, Duncan Falconer']","Jan 5, 2018",,95.0,SquareOne Entertainment,https://www.rottentomatoes.com/m/stratton
China Salesman,7,67,1.6,14,1,13,3.4,22,NR,['Action & Adventure'],Tan Bing,['Tan Bing'],"Jun 15, 2018",,110.0,TriCoast Worldwide,https://www.rottentomatoes.com/m/china_salesman
Kodachrome,70,69,6.2,43,30,13,3.7,489,NR,['Drama'],Mark Raso,['Jonathan Tropper'],"Apr 20, 2018",,105.0,Netflix,https://www.rottentomatoes.com/m/kodachrome_2017
The Cured,64,51,6.3,56,36,20,3.4,397,R,"['Drama', 'Horror']",David Freyne,['David Freyne'],"Feb 23, 2018",,96.0,IFC Films,https://www.rottentomatoes.com/m/the_cured
The Man Who Invented Christmas,80,78,6.3,155,124,31,4.0,3689,PG,"['Comedy', 'Drama']",Bharat Nalluri,['Susan Coyne'],"Nov 22, 2017",5652908.0,104.0,Bleecker Street,https://www.rottentomatoes.com/m/the_man_who_invented_christmas
Berlin Syndrome,73,53,6.3,82,60,22,3.3,4325,R,"['Art House & International', 'Drama', 'Mystery & Suspense']",Cate Shortland,['Shaun Grant (II)'],"May 26, 2017",23300.0,116.0,Vertical Entertainment,https://www.rottentomatoes.com/m/berlin_syndrome
I Am Not a Witch,96,77,7.4,53,51,2,3.8,547,NR,"['Art House & International', 'Drama']",Rungano Nyoni,['Rungano Nyoni'],"Sep 7, 2018",,90.0,Film Movement,https://www.rottentomatoes.com/m/i_am_not_a_witch
The Cakemaker,98,80,7.6,43,42,1,3.9,321,NR,['Drama'],Ofir Raul Graizer,['Ofir Raul Graizer'],"Jun 29, 2018",,105.0,Strand Releasing,https://www.rottentomatoes.com/m/the_cakemaker
The Boy Downstairs,63,43,5.7,43,27,16,3.2,93,PG-13,['Comedy'],Sophie Brooks,['Sophie Brooks'],"Feb 16, 2018",,90.0,FilmRise,https://www.rottentomatoes.com/m/the_boy_downstairs
Downrange,67,30,6.5,18,12,6,2.5,55,NR,['Mystery & Suspense'],Ryuhei Kitamura,"[""Joey O'Bryan, Ryuhei Kitamura""]",,,90.0,Eleven Arts,https://www.rottentomatoes.com/m/downrange_2017
Woody Woodpecker,14,36,2.0,7,1,6,2.4,148,PG,"['Animation', 'Comedy', 'Kids & Family']",Alex Zamm,"['Alex Zamm, Walter Lantz, William Robertson']",,,84.0,Universal Pictures Home Entertainment,https://www.rottentomatoes.com/m/woody_woodpecker_2017
Voice from the Stone,38,35,5.7,26,10,16,2.8,504,R,"['Drama', 'Mystery & Suspense']",Eric D. Howell,['Andrew Shaw (XIV)'],"Apr 28, 2017",,94.0,Momentum Pictures,https://www.rottentomatoes.com/m/voice_from_the_stone
Thumper,86,65,7.2,7,6,1,3.8,259,NR,['Drama'],Jordan Ross,['Jordan Ross'],"Nov 7, 2017",,93.0,The Orchard,https://www.rottentomatoes.com/m/thumper_2017
The Female Brain,31,59,3.8,16,5,11,3.3,110,NR,['Comedy'],Whitney Cummings,"['Whitney Cummings, Neal Brennan']","Feb 9, 2018",,98.0,IFC Films,https://www.rottentomatoes.com/m/the_female_brain
The Star,44,72,5.0,48,21,27,3.9,2865,PG,"['Action & Adventure', 'Animation', 'Comedy', 'Kids & Family']",Timothy Reckart,"['Simon Moore, Carlos Kotkin']","Nov 17, 2017",40448404.0,,Sony Pictures Animation,https://www.rottentomatoes.com/m/the_star_2017
Who We Are Now,94,69,8.1,16,15,1,3.6,92,NR,['Drama'],Matthew Newton,['Matthew Newton'],"May 25, 2018",,99.0,FilmRise,https://www.rottentomatoes.com/m/who_we_are_now
Churchill,49,59,5.2,107,52,55,3.5,3100,PG,['Drama'],Jonathan Teplitzky,['Alex von Tunzelmann'],"Jun 2, 2017",1279681.0,110.0,Cohen Media Group,https://www.rottentomatoes.com/m/churchill_2017
Foxtrot,96,80,8.2,116,111,5,3.9,782,R,['Drama'],Samuel Maoz,['Samuel Maoz'],"Mar 2, 2018",36786.0,114.0,Sony Pictures Classics,https://www.rottentomatoes.com/m/foxtrot_2017
Thank You for Your Service,77,74,6.7,100,77,23,3.7,6751,R,['Drama'],Jason Hall,['Jason Hall'],"Oct 27, 2017",9437885.0,108.0,Universal Studios,https://www.rottentomatoes.com/m/thank_you_for_your_service_2017
"Never Steady, Never Still",78,63,6.8,27,21,6,3.5,67,NR,['Drama'],Kathleen Hepburn,['Kathleen Hepburn'],"Jun 22, 2018",,111.0,levelFILM,https://www.rottentomatoes.com/m/never_steady_never_still
The Forgiven,55,39,6.2,22,12,10,3.2,118,R,"['Drama', 'Mystery & Suspense']",Roland Joffé,"['Roland Joffé, Michael Ashton']","Mar 9, 2018",,,Saban Films,https://www.rottentomatoes.com/m/the_forgiven_2017
Western,95,80,8.1,59,56,3,3.9,479,NR,"['Art House & International', 'Drama']",Valeska Grisebach,['Valeska Grisebach'],"Feb 16, 2018",34215.0,119.0,Cinema Guild,https://www.rottentomatoes.com/m/western_2017
Open Water 3: Cage Dive,25,13,3.4,8,2,6,2.0,198,R,"['Drama', 'Horror']",Gerald Rascionato,['Gerald Rascionato'],"Aug 11, 2017",,80.0,,https://www.rottentomatoes.com/m/open_water_3_cage_dive
Bad Match,100,50,6.7,8,8,0,3.1,125,NR,"['Horror', 'Mystery & Suspense']",,,"Nov 3, 2017",,90.0,,https://www.rottentomatoes.com/m/bad_match_2017
The Skin of the Wolf (Bajo la piel de lobo),63,52,5.4,8,5,3,3.4,47,NR,"['Art House & International', 'Drama']",Samu Fuentes,['Samu Fuentes'],,,110.0,Nasa Producciones,https://www.rottentomatoes.com/m/bajo_la_piel_de_lobo
The Breadwinner,95,86,7.9,94,89,5,4.1,1663,PG-13,"['Animation', 'Drama', 'Kids & Family']",Nora Twomey,['Anita Doron'],"Nov 17, 2017",228056.0,93.0,,https://www.rottentomatoes.com/m/the_breadwinner
Small Town Crime,74,69,6.9,31,23,8,3.6,564,R,"['Drama', 'Mystery & Suspense']","Eshom Nelms, Ian Nelms","['Eshom Nelms, Ian Nelms']","Jan 19, 2018",,91.0,Saban Films,https://www.rottentomatoes.com/m/small_town_crime_2017
Shimmer Lake,56,59,4.8,9,5,4,3.5,455,NR,"['Drama', 'Mystery & Suspense']",Oren Uziel,['Oren Uziel'],"Jun 9, 2017",,83.0,Netflix,https://www.rottentomatoes.com/m/shimmer_lake_2017
Happy End,70,55,7.0,135,94,41,3.3,603,R,"['Art House & International', 'Drama']",Michael Haneke,['Michael Haneke'],"Dec 22, 2017",83292.0,107.0,Les Films du Losange,https://www.rottentomatoes.com/m/happy_end_2017
The Ottoman Lieutenant,18,52,3.6,33,6,27,3.1,778,NR,['Drama'],Joseph Ruben,['Jeff Stockwell'],"Mar 10, 2017",173750.0,100.0,Paladin,https://www.rottentomatoes.com/m/the_ottoman_lieutenant
Bullet Head,56,29,5.4,16,9,7,2.8,188,R,['Drama'],Paul Solet,['Paul Solet'],"Dec 8, 2017",,93.0,Millennium Media,https://www.rottentomatoes.com/m/bullet_head_2017
The Outcasts,50,47,5.4,8,4,4,3.2,2876,PG-13,['Comedy'],Peter Hutchings,"['Suzanne Wrubel, Dominique Ferrari']","Apr 14, 2017",,95.0,BCDF Pictures,https://www.rottentomatoes.com/m/the_outcasts_2017
Orbiter 9 (Órbita 9),67,39,5.5,6,4,2,3.0,71,NR,"['Art House & International', 'Drama', 'Science Fiction & Fantasy', 'Romance']",Hatem Khraiche,['Hatem Khraiche'],"Apr 6, 2018",,95.0,Seville International,https://www.rottentomatoes.com/m/órbita_9
iBoy,64,40,5.6,11,7,4,3.1,725,NR,"['Action & Adventure', 'Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']",Adam Randall (II),"['Joe Barton (VIII) , Mark Denton, Jonny Stockwood']","Jan 27, 2017",,91.0,Netflix,https://www.rottentomatoes.com/m/iboy
The Hero,78,58,6.7,100,78,22,3.4,6918,R,['Drama'],Brett Haley,"['Brett Haley, Marc Basch']","Jun 9, 2017",4077270.0,93.0,The Orchard,https://www.rottentomatoes.com/m/the_hero_2017
Goon: Last of the Enforcers,42,42,5.0,55,23,32,3.1,3437,R,['Comedy'],Jay Baruchel,"['Jay Baruchel, Jesse Chabot']","Sep 1, 2017",,,Momentum Pictures,https://www.rottentomatoes.com/m/goon_last_of_the_enforcers
Hindi Medium,100,76,7.8,5,5,0,3.9,239,NR,"['Art House & International', 'Comedy', 'Drama']",Saket Chaudhary,"['Zeenat Lakhani, Saket Chaudhary']","May 19, 2017",,150.0,Maddock Films,https://www.rottentomatoes.com/m/hindi_medium
Victor Crowley,58,48,6.4,12,7,5,3.3,95,NR,"['Comedy', 'Horror']",Adam Green,['Adam Green'],,,93.0,Ariescope Pictures,https://www.rottentomatoes.com/m/victor_crowley
Perfectos desconocidos,86,52,7.0,7,6,1,3.3,57,NR,"['Art House & International', 'Comedy']",Álex de la Iglesia,"['Jorge Guerricaechevarría, Álex de la Iglesia']",,,,,https://www.rottentomatoes.com/m/perfectos_desconocidos
Jasper Jones,76,67,6.2,21,16,5,3.6,274,NR,"['Art House & International', 'Drama', 'Mystery & Suspense']",Rachel Perkins,"['Shaun Grant (II) , Craig Silvey (II)']",,,103.0,Porchlight Films,https://www.rottentomatoes.com/m/jasper_jones
Batman and Harley Quinn,56,36,5.8,9,5,4,2.9,724,PG-13,"['Action & Adventure', 'Animation', 'Drama', 'Kids & Family']",Sam Liu,['James Krieg'],"Aug 14, 2017",,74.0,DC Entertainment,https://www.rottentomatoes.com/m/batman_and_harley_quinn
Final Portrait,74,51,6.7,121,89,32,3.3,531,R,"['Art House & International', 'Documentary', 'Drama']",Stanley Tucci,['Stanley Tucci'],"Mar 23, 2018",,90.0,Sony Pictures Classics,https://www.rottentomatoes.com/m/final_portrait
Rememory,25,42,4.8,20,5,15,3.2,833,PG-13,"['Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']",Mark Palansky,"['Mark Palansky, Michael Vukadinovich']","Sep 8, 2017",,111.0,Lionsgate Premiere,https://www.rottentomatoes.com/m/rememory
Armed Response,0,22,2.8,12,0,12,2.2,104,R,['Horror'],John Stockwell,['Matt Savelloni'],"Aug 4, 2017",,93.0,Saban Films and Lionsgate,https://www.rottentomatoes.com/m/armed_response_2017
Monster Family,10,25,3.4,21,2,19,2.2,170,PG,"['Animation', 'Horror', 'Kids & Family']",Holger Tappe,['Catharina Junk'],"Feb 9, 2018",,96.0,Viva Pictures,https://www.rottentomatoes.com/m/happy_family_2017
Pilgrimage,66,40,6.1,38,25,13,3.1,335,NR,['Drama'],Brendan Muldowney,['Jamie Hannigan'],"Aug 11, 2017",,96.0,RLJ Entertainment,https://www.rottentomatoes.com/m/pilgrimage_2017
Walking Out,91,59,7.1,46,42,4,3.5,791,PG-13,"['Action & Adventure', 'Drama', 'Mystery & Suspense']","Andrew J. Smith, Alex Smith","['Andrew J. Smith, Alex Smith']","Oct 6, 2017",101947.0,95.0,IFC Films,https://www.rottentomatoes.com/m/walking_out_2017
The Hunter's Prayer,33,22,4.9,21,7,14,2.6,322,R,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",Jonathan Mostow,['Paul Leyden'],"Jun 9, 2017",,91.0,Apollo Media,https://www.rottentomatoes.com/m/the_hunters_prayer
6 Below: Miracle On The Mountain,24,56,4.6,17,4,13,3.5,280,PG-13,"['Drama', 'Mystery & Suspense']",Scott Waugh,['Madison Turner'],"Oct 13, 2017",,89.0,Dune Entertainment,https://www.rottentomatoes.com/m/6_below_miracle_on_the_mountain
